,Num_Cells_Strain1,Num_Cells_Strain2,t_deg_x,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,Replating,New_Stability
87,8,9,46,0.1,0.3,1.1842643255518472,0.9214846802630786,"[[ 189 -161]
 [-197 -124]
 [ -87 -164]
 [ -29   28]
 [  23   67]
 [-169    9]
 [  20  131]
 [   8   96]]","[[ -69   15]
 [ -62  132]
 [-191  -41]
 [  39   -6]
 [-133   80]
 [ -62   81]
 [-145 -194]
 [  64  127]
 [ -84  -37]]",1.0,0.9,0.9
88,1,10,46,0.1,0.3,0.0,0.9584243733826452,[[ 112 -200]],"[[ 197  -20]
 [  47  118]
 [-160 -180]
 [ 180  128]
 [ 119   -4]
 [  71 -153]
 [ 159  185]
 [-183  188]
 [  92   84]
 [ 188 -155]]",0.0,0.9,0.0
89,1,10,46,0.1,0.3,0.0,0.8879653426043688,[[110 169]],"[[-135  146]
 [ -24  157]
 [-135  -65]
 [ 140  -96]
 [  68 -150]
 [ -46  -26]
 [ 185   77]
 [  55   66]
 [-191  -92]
 [  -9  -10]]",0.0,0.9,0.0
90,2,5,46,0.1,0.3,1.052561557615239,1.0506560459584275,"[[  25  116]
 [-173   38]]","[[-191 -127]
 [ 140  -38]
 [ 156   41]
 [-106    6]
 [  -3    2]]",0.0,0.9,0.0
91,10,4,46,0.1,0.3,0.9893405882965586,0.9073700946419372,"[[ 167  142]
 [ 192 -142]
 [-170 -176]
 [-118  196]
 [  53  109]
 [  -2   72]
 [ -22  -53]
 [   6  143]
 [ -77  -74]
 [ 169  -40]]","[[-194   42]
 [  29 -189]
 [ -38 -165]
 [ 111  -72]]",0.0,0.9,0.0
92,6,7,46,0.1,0.3,1.0379723091285908,1.0255927113272176,"[[  84  125]
 [ -82  123]
 [-145 -146]
 [-119  -20]
 [-179  115]
 [ 170   76]]","[[-140 -191]
 [ 143  -29]
 [ 164 -141]
 [ 199   50]
 [ -76   -9]
 [-104   92]
 [ -42   27]]",0.1,0.9,0.1
93,8,1,46,0.1,0.3,1.1310126627310186,0.0,"[[ 169   -5]
 [  16 -134]
 [ -82   18]
 [ 162 -163]
 [ -27   36]
 [ 149 -126]
 [ -42  -38]
 [  26  -38]]",[[ -38 -113]],0.0,0.9,0.0
94,4,9,46,0.1,0.3,0.7184776900351924,0.9363363703730723,"[[ 76  90]
 [151 195]
 [ 43 -58]
 [ 78 -30]]","[[ 162  -37]
 [-121   29]
 [-104  177]
 [ 143  -43]
 [ -94  -53]
 [-186  -90]
 [ -88  143]
 [-164  -46]
 [  -3 -116]]",0.0,0.9,0.0
95,9,6,46,0.1,0.3,1.0730304546587504,0.9685194727021944,"[[  17    0]
 [ -61  122]
 [-182   39]
 [-196  191]
 [  92   23]
 [  81   22]
 [-128  -48]
 [ -85   80]
 [ -40 -188]]","[[  17  170]
 [  69   69]
 [ 120 -144]
 [-114   16]
 [ -43   33]
 [  19  132]]",0.2,0.9,0.0
96,2,7,46,0.1,0.3,0.4360596484190467,0.7535083994526348,"[[-173 -198]
 [-114 -100]]","[[ 195   99]
 [-115   65]
 [  51  -32]
 [-135  139]
 [-126  200]
 [  -1    2]
 [ -58  -63]]",0.0,0.9,0.0
97,6,5,46,0.1,0.3,1.0582572707608102,1.092534162523725,"[[ 120  -35]
 [ 105  -48]
 [   0 -141]
 [ 158   88]
 [ -68   71]
 [ -89   42]]","[[ -58   90]
 [ 111    0]
 [ -97   16]
 [-185  -21]
 [  35 -118]]",0.5,0.9,0.4
98,5,4,46,0.1,0.3,0.9905723092183477,0.9057301904602512,"[[  75   85]
 [ 108  -98]
 [  91 -191]
 [-154  -31]
 [ 188   -4]]","[[-103  103]
 [-111   88]
 [  27  -64]
 [ 157  135]]",0.0,0.9,0.1
99,7,10,46,0.1,0.3,0.9839999057520373,1.0849336921506136,"[[  79  106]
 [-178  189]
 [-105  -57]
 [  37  155]
 [   8 -173]
 [   4 -110]
 [-119 -101]]","[[-150  151]
 [-120   48]
 [  -9   56]
 [ -24   40]
 [ 164 -142]
 [ 137  -78]
 [ -79   78]
 [-165 -197]
 [ 149  172]
 [ 193 -184]]",0.0,0.9,0.1
